2023-02-05 12:14:09,646: INFO _welcome-362 Bot: aleev_gb_bot [@aleev_gb_bot]
2023-02-05 12:14:09,647: INFO start_polling-358 Start polling.
2023-02-05 12:14:22,031: INFO start_command-26 user_id=411944394 user_bot=False user_message='/start'
2023-02-05 12:15:35,079: INFO stop_polling-433 Stop polling...
2023-02-05 12:15:35,080: WARNING start_polling-329 Goodbye!
